in:Fillet,in:Width,in:form variable,in:Fillet Base,out:Floor Area Small,out:Floor Area Large,out:Floor Area Deviation,out:Floor Area,out: FAR,out:Facade Area,out:Num Panels,out:Percent Planar,out:Facade Cost,out:Avg Solar Rad. (kWh/m2),img
21,60,0,16,1506.858346,1567.197419,60.339073,63196.91555,6.450935845,24006.74303,1993,0.240341,28210966.97,76.849535,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width60_formvariable0_FilletBase16_Perspective.png
7,30,1,16,1506.858346,1857.494832,350.636486,70966.80213,7.244060626,25840.96416,2140,0.504673,27059039.58,72.595258,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width30_formvariable1_FilletBase16_Perspective.png
14,30,1,16,1506.858346,1744.515856,237.65751,68082.20122,6.949609936,24839.95867,2058,0.336249,28036571.67,75.312409,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width30_formvariable1_FilletBase16_Perspective.png
21,30,1,16,1506.858346,1617.252414,110.394068,64245.01198,6.557922124,23911.09159,1982,0.197275,28597168.5,77.905102,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width30_formvariable1_FilletBase16_Perspective.png
7,36,1,16,1624.247718,1869.497839,245.250121,72803.09469,7.431503406,25703.81086,2140,0.518224,26746763.39,77.708226,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width36_formvariable1_FilletBase16_Perspective.png
14,36,1,16,1624.247718,1746.830445,122.582727,69893.1815,7.13446892,24716.15044,2058,0.332847,27937536.75,80.284378,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width36_formvariable1_FilletBase16_Perspective.png
21,36,1,16,1542.430099,1640.375938,97.945839,65734.4451,6.709958618,23739.44962,1974,0.190983,28464220.65,83.313828,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width36_formvariable1_FilletBase16_Perspective.png
7,42,1,16,1696.247718,1881.035662,184.787944,73770.82007,7.530285669,25644.58912,2140,0.514953,26725755.41,80.810965,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width42_formvariable1_FilletBase16_Perspective.png
14,42,1,16,1696.247718,1755.101975,58.854257,70860.90688,7.233251183,24666.81188,2058,0.430515,26715257.56,83.425179,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width42_formvariable1_FilletBase16_Perspective.png
21,42,1,16,1545.74585,1696.247718,150.501868,66669.84932,6.805441642,23694.27246,1974,0.272036,27480141.87,86.87989,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width42_formvariable1_FilletBase16_Perspective.png
7,48,1,16,1696.247718,1881.035662,184.787944,73770.82007,7.530285669,25644.27035,2140,0.520093,26661597.73,80.808715,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width48_formvariable1_FilletBase16_Perspective.png
14,48,1,16,1696.247718,1755.101975,58.854257,70860.90688,7.233251183,24666.69868,2058,0.421769,26819598.07,83.393156,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width48_formvariable1_FilletBase16_Perspective.png
21,48,1,16,1545.74585,1696.247718,150.501868,66669.84932,6.805441642,23694.27738,1974,0.275076,27445275.94,87.299785,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width48_formvariable1_FilletBase16_Perspective.png
7,54,1,16,1624.247718,1869.497839,245.250121,72803.09469,7.431503406,25703.43304,2140,0.51729,26758001.67,77.057427,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width54_formvariable1_FilletBase16_Perspective.png
14,54,1,16,1624.247718,1746.830445,122.582727,69893.1815,7.13446892,24716.11221,2058,0.337221,27885157.34,80.021668,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width54_formvariable1_FilletBase16_Perspective.png
21,54,1,16,1542.430099,1640.375938,97.945839,65734.4451,6.709958618,23739.4705,1974,0.190476,28470068.71,83.76078,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width54_formvariable1_FilletBase16_Perspective.png
7,60,1,16,1506.858346,1857.494832,350.636486,70966.80213,7.244060626,25841.0233,2140,0.503271,27076642.01,72.082447,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width60_formvariable1_FilletBase16_Perspective.png
14,60,1,16,1506.858346,1744.515856,237.65751,68082.20122,6.949609936,24839.98057,2058,0.333819,28065817.76,75.18685,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width60_formvariable1_FilletBase16_Perspective.png
21,60,1,16,1506.858346,1617.252414,110.394068,64245.01198,6.557922124,23911.11316,1982,0.194248,28632243.01,77.899306,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width60_formvariable1_FilletBase16_Perspective.png
7,30,2,16,1506.858346,1867.315395,360.457049,69396.63906,7.083783481,27047.52153,2140,0.46729,28812056.34,61.10427,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width30_formvariable2_FilletBase16_Perspective.png
14,30,2,16,1506.858346,1748.867724,242.009378,66489.80751,6.787063559,25836.42739,2058,0.308552,29507761.11,64.238453,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width30_formvariable2_FilletBase16_Perspective.png
21,30,2,16,1506.858346,1689.101837,182.243491,64283.33179,6.561833685,25155.69731,2010,0.233333,29646492.39,64.846156,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width30_formvariable2_FilletBase16_Perspective.png
7,36,2,16,1624.247718,1868.81352,244.565801,72258.05515,7.37586754,26159.509,2140,0.478505,27724057.88,75.637805,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width36_formvariable2_FilletBase16_Perspective.png
14,36,2,16,1624.247718,1750.365848,126.11813,69348.14196,7.078833054,25094.33913,2058,0.314869,28583469.22,80.166595,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width36_formvariable2_FilletBase16_Perspective.png
21,36,2,16,1546.646598,1691.831012,145.184414,65741.00284,6.710628011,24162.73053,1987,0.185204,29039356.9,83.056636,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width36_formvariable2_FilletBase16_Perspective.png
7,42,2,16,1696.247718,1875.012209,178.764491,73710.26012,7.524103906,25696.01998,2140,0.501402,26947961.29,80.850078,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width42_formvariable2_FilletBase16_Perspective.png
14,42,2,16,1696.247718,1751.943384,55.695665,70800.34694,7.227069421,24709.64325,2058,0.341594,27825536.48,83.652821,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width42_formvariable2_FilletBase16_Perspective.png
21,42,2,16,1538.352175,1698.358313,160.006138,66609.28938,6.79925988,23728.16625,1974,0.174265,28642759.92,87.214132,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width42_formvariable2_FilletBase16_Perspective.png
7,48,2,16,1696.247718,1875.012209,178.764491,73710.26012,7.524103906,25695.8365,2140,0.503738,26918698.97,80.885775,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width48_formvariable2_FilletBase16_Perspective.png
14,48,2,16,1696.247718,1751.943384,55.695665,70800.34694,7.227069421,24709.67522,2058,0.34208,27819758.86,83.444008,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width48_formvariable2_FilletBase16_Perspective.png
21,48,2,16,1538.352175,1698.358313,160.006138,66609.28938,6.79925988,23728.19095,1974,0.172239,28666070.76,86.970415,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width48_formvariable2_FilletBase16_Perspective.png
7,54,2,16,1624.247718,1868.81352,244.565801,72258.05515,7.37586754,26159.56496,2140,0.474299,27777387.37,75.702371,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width54_formvariable2_FilletBase16_Perspective.png
14,54,2,16,1624.247718,1750.365848,126.11813,69348.14196,7.078833054,25094.27435,2058,0.315841,28571587.22,79.889206,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width54_formvariable2_FilletBase16_Perspective.png
21,54,2,16,1546.646598,1691.831012,145.184414,65741.00284,6.710628011,24162.73105,1987,0.185204,29039357.52,82.958181,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width54_formvariable2_FilletBase16_Perspective.png
7,60,2,16,1506.858346,1867.315395,360.457049,69396.63906,7.083783481,27047.58232,2140,0.473832,28726443.45,60.784977,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width60_formvariable2_FilletBase16_Perspective.png
14,60,2,16,1506.858346,1748.867724,242.009378,66489.80751,6.787063559,25836.42117,2058,0.306122,29538147.59,63.757969,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width60_formvariable2_FilletBase16_Perspective.png
21,60,2,16,1506.858346,1689.101837,182.243491,64283.33179,6.561833685,25155.67467,2010,0.233333,29646465.72,65.248458,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width60_formvariable2_FilletBase16_Perspective.png
7,30,3,16,1506.858346,1878.171382,371.313036,69627.31832,7.10733047,26265.35035,2140,0.479439,27824343.72,76.707237,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width30_formvariable3_FilletBase16_Perspective.png
14,30,3,16,1506.858346,1754.590119,247.731773,66726.27782,6.81120168,25186.08012,2058,0.319728,28628708.87,81.828169,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width30_formvariable3_FilletBase16_Perspective.png
21,30,3,16,1506.858346,1702.406099,195.547753,64431.25983,6.576933699,24565.70212,2011,0.256589,28674554.62,83.841299,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width30_formvariable3_FilletBase16_Perspective.png
7,36,3,16,1624.247718,1878.275907,254.028189,72337.3946,7.383966253,25862.96174,2140,0.486916,27304442.37,79.799499,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width36_formvariable3_FilletBase16_Perspective.png
14,36,3,16,1624.247718,1754.694644,130.446926,69427.48141,7.086931768,24847.92783,2058,0.325073,28180027.7,83.516741,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width36_formvariable3_FilletBase16_Perspective.png
21,36,3,16,1544.715847,1702.433967,157.718121,65782.29172,6.714842646,23953.30856,1985,0.211587,28481672.49,86.689595,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width36_formvariable3_FilletBase16_Perspective.png
7,42,3,16,1696.247718,1880.919193,184.671475,73719.07562,7.525003764,25662.18342,2140,0.505607,26860218.86,81.15924,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width42_formvariable3_FilletBase16_Perspective.png
14,42,3,16,1696.247718,1755.469191,59.221473,70809.16243,7.227969278,24681.5711,2058,0.358115,27596486.24,83.851033,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width42_formvariable3_FilletBase16_Perspective.png
21,42,3,16,1544.254226,1704.254366,160.00014,66618.10487,6.800159737,23705.92048,1974,0.204661,28267018.83,87.418693,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width42_formvariable3_FilletBase16_Perspective.png
7,48,3,16,1696.247718,1880.919193,184.671475,73719.07562,7.525003764,25662.04267,2140,0.511215,26790395.5,81.207438,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width48_formvariable3_FilletBase16_Perspective.png
14,48,3,16,1696.247718,1755.469191,59.221473,70809.16243,7.227969278,24681.56744,2058,0.357629,27602289.15,83.93629,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width48_formvariable3_FilletBase16_Perspective.png
21,48,3,16,1544.254226,1704.254366,160.00014,66618.10487,6.800159737,23705.99072,1974,0.206687,28243843.33,87.682731,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width48_formvariable3_FilletBase16_Perspective.png
7,54,3,16,1624.247718,1878.275907,254.028189,72337.3946,7.383966253,25862.819,2140,0.488785,27280884.61,80.029595,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width54_formvariable3_FilletBase16_Perspective.png
14,54,3,16,1624.247718,1754.694644,130.446926,69427.48141,7.086931768,24847.85583,2058,0.328474,28139023.17,83.713067,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width54_formvariable3_FilletBase16_Perspective.png
21,54,3,16,1544.715847,1702.433967,157.718121,65782.29172,6.714842646,23953.34188,1985,0.208564,28516769.67,86.576289,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width54_formvariable3_FilletBase16_Perspective.png
7,60,3,16,1506.858346,1878.171382,371.313036,69627.31832,7.10733047,26265.28261,2140,0.477103,27853986.09,77.256813,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width60_formvariable3_FilletBase16_Perspective.png
14,60,3,16,1506.858346,1754.590119,247.731773,66726.27782,6.81120168,25186.02508,2058,0.3207,28616794.92,81.993237,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width60_formvariable3_FilletBase16_Perspective.png
21,60,3,16,1506.858346,1702.406099,195.547753,64431.25983,6.576933699,24565.63642,2011,0.253108,28715881.6,84.186154,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width60_formvariable3_FilletBase16_Perspective.png
7,30,4,16,740.083703,1882.426968,1142.343265,65540.61477,6.690173048,26390.09178,2169,0.552789,27019216.24,27.671053,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width30_formvariable4_FilletBase16_Perspective.png
14,30,4,16,740.083703,1756.493281,1016.409578,62888.42081,6.419445704,25456.09113,2093,0.412805,27788378.69,28.914596,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width30_formvariable4_FilletBase16_Perspective.png
21,30,4,16,740.083703,1602.819491,862.735787,59407.65217,6.064140148,24633.50393,2023,0.293129,28317861.49,29.976037,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width30_formvariable4_FilletBase16_Perspective.png
7,36,4,16,1378.125608,1882.464079,504.338472,70690.30837,7.215837042,25821.72165,2144,0.516325,26893209.9,66.176537,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width36_formvariable4_FilletBase16_Perspective.png
14,36,4,16,1378.125608,1756.530392,378.404785,67836.4304,6.924522449,24847.40437,2062,0.35645,27801931.87,68.547848,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width36_formvariable4_FilletBase16_Perspective.png
21,36,4,16,1378.125608,1629.37214,251.246533,63819.41026,6.514478083,23906.67334,1982,0.208375,28463396.25,71.303782,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width36_formvariable4_FilletBase16_Perspective.png
7,42,4,16,1659.962521,1882.482635,222.520114,73506.08042,7.503261905,25650.35074,2140,0.504673,26859441.14,78.821835,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width42_formvariable4_FilletBase16_Perspective.png
14,42,4,16,1659.12154,1756.548948,97.427408,70596.16723,7.20622742,24672.78942,2058,0.374636,27389299.51,81.376944,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width42_formvariable4_FilletBase16_Perspective.png
21,42,4,16,1547.192823,1685.116975,137.924152,66405.10967,6.778417879,23699.9254,1974,0.221378,28068030.57,85.235069,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width42_formvariable4_FilletBase16_Perspective.png
7,48,4,16,1659.962521,1882.482635,222.520114,73506.08042,7.503261905,25650.31122,2140,0.5,26917436.6,79.008921,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width48_formvariable4_FilletBase16_Perspective.png
14,48,4,16,1659.12154,1756.548948,97.427408,70596.16723,7.20622742,24672.74026,2058,0.376093,27371830.15,81.659409,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width48_formvariable4_FilletBase16_Perspective.png
21,48,4,16,1547.192823,1685.116975,137.924152,66405.10967,6.778417879,23699.84708,1974,0.230496,27963298.3,85.025604,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width48_formvariable4_FilletBase16_Perspective.png
7,54,4,16,1378.125608,1882.464079,504.338472,70690.30837,7.215837042,25821.75662,2144,0.517257,26881583.17,66.454635,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width54_formvariable4_FilletBase16_Perspective.png
14,54,4,16,1378.125608,1756.530392,378.404785,67836.4304,6.924522449,24847.40893,2062,0.35451,27825275.7,68.588439,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width54_formvariable4_FilletBase16_Perspective.png
21,54,4,16,1378.125608,1629.37214,251.246533,63819.41026,6.514478083,23906.6384,1982,0.209384,28451673.92,71.07248,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width54_formvariable4_FilletBase16_Perspective.png
7,60,4,16,740.083703,1882.426968,1142.343265,65540.61477,6.690173048,26390.19119,2169,0.558783,26942731.71,28.652999,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width60_formvariable4_FilletBase16_Perspective.png
14,60,4,16,740.083703,1756.493281,1016.409578,62888.42081,6.419445704,25456.19351,2093,0.410416,27817935.95,29.969611,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width60_formvariable4_FilletBase16_Perspective.png
21,60,4,16,740.083703,1602.819491,862.735787,59407.65217,6.064140148,24633.59137,2023,0.291152,28341545.96,30.570838,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width60_formvariable4_FilletBase16_Perspective.png
7,30,5,16,1368.745842,1878.319122,509.57328,65846.16096,6.72136221,26970.78061,2141,0.483886,28513573.5,71.249133,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width30_formvariable5_FilletBase16_Perspective.png
14,30,5,16,1367.990244,1754.737859,386.747615,63502.70578,6.482149918,25870.17365,2074,0.356316,28947990.87,73.633433,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width30_formvariable5_FilletBase16_Perspective.png
21,30,5,16,1367.990244,1589.59549,221.605246,61912.47733,6.319824564,25335.75633,2041,0.307202,28952501.95,75.025326,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width30_formvariable5_FilletBase16_Perspective.png
7,36,5,16,1627.613039,1878.329093,250.716054,70969.79399,7.244366026,26134.88778,2140,0.488785,27567871,76.379274,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width36_formvariable5_FilletBase16_Perspective.png
14,36,5,16,1571.326844,1754.747831,183.420987,68059.88081,6.947331541,25040.51803,2058,0.334305,28286506.51,79.619546,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width36_formvariable5_FilletBase16_Perspective.png
21,36,5,16,1540.093299,1663.095501,123.002202,64997.85778,6.634770177,24220.61888,1997,0.22033,28696976.15,82.502807,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width36_formvariable5_FilletBase16_Perspective.png
7,42,5,16,1697.583027,1879.866833,182.283806,73567.12,7.509492628,25693.74132,2140,0.500935,26951385.13,80.74314,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width42_formvariable5_FilletBase16_Perspective.png
14,42,5,16,1696.742046,1754.753364,58.011318,70657.20681,7.212458142,24703.90214,2058,0.368319,27499397.14,83.468799,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width42_formvariable5_FilletBase16_Perspective.png
21,42,5,16,1540.059679,1700.0723,160.012621,66466.14925,6.784648601,23718.88364,1974,0.193516,28410471.61,86.915209,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width42_formvariable5_FilletBase16_Perspective.png
7,48,5,16,1697.583027,1879.866833,182.283806,73567.12,7.509492628,25693.5915,2140,0.507944,26864025.83,80.629626,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width48_formvariable5_FilletBase16_Perspective.png
14,48,5,16,1696.742046,1754.753364,58.011318,70657.20681,7.212458142,24703.92156,2058,0.367347,27511043.29,83.339217,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width48_formvariable5_FilletBase16_Perspective.png
21,48,5,16,1540.059679,1700.0723,160.012621,66466.14925,6.784648601,23718.88313,1974,0.198075,28358109.22,87.154123,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width48_formvariable5_FilletBase16_Perspective.png
7,54,5,16,1627.613039,1878.329093,250.716054,70969.79399,7.244366026,26134.9597,2140,0.489252,27562033.53,76.610218,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width54_formvariable5_FilletBase16_Perspective.png
14,54,5,16,1571.326844,1754.747831,183.420987,68059.88081,6.947331541,25040.31667,2058,0.332847,28303953.28,79.562311,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width54_formvariable5_FilletBase16_Perspective.png
21,54,5,16,1540.093299,1663.095501,123.002202,64997.85778,6.634770177,24220.58245,1997,0.21983,28702805.61,82.574861,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width54_formvariable5_FilletBase16_Perspective.png
7,60,5,16,1368.745842,1878.319122,509.57328,65846.16096,6.72136221,26971.78244,2141,0.482018,28539031.97,71.249983,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width60_formvariable5_FilletBase16_Perspective.png
14,60,5,16,1367.990244,1754.737859,386.747615,63502.70578,6.482149918,25869.79756,2074,0.360656,28893213.53,73.381884,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width60_formvariable5_FilletBase16_Perspective.png
21,60,5,16,1367.990244,1589.59549,221.605246,61912.47733,6.319824564,25335.72972,2041,0.306712,28958482.11,74.771091,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width60_formvariable5_FilletBase16_Perspective.png
7,30,6,16,1022.946453,1849.255538,826.309085,67330.92471,6.872922071,26689.91939,2140,0.482243,28237879.83,77.651387,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width30_formvariable6_FilletBase16_Perspective.png
14,30,6,16,1013.97881,1741.308021,727.329211,65141.12399,6.649394327,25771.9972,2077,0.362061,28766451.38,80.125972,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width30_formvariable6_FilletBase16_Perspective.png
21,30,6,16,1013.97881,1704.70301,690.7242,63194.33161,6.450672085,25237.42083,2038,0.284102,29122413.41,82.303708,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width30_formvariable6_FilletBase16_Perspective.png
7,36,6,16,1572.115352,1852.753327,280.637974,71529.87577,7.301537354,26030.74662,2140,0.490654,27434460.72,79.283041,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width36_formvariable6_FilletBase16_Perspective.png
14,36,6,16,1454.692881,1743.666466,288.973585,68633.73905,7.005909126,24966.47555,2058,0.333333,28214614.02,83.283434,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width36_formvariable6_FilletBase16_Perspective.png
21,36,6,16,1454.692881,1705.051623,250.358743,66160.85047,6.753484693,24332.26498,2007,0.238665,28613248.77,85.508434,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width36_formvariable6_FilletBase16_Perspective.png
7,42,6,16,1705.22593,1864.607233,159.381303,73629.3513,7.515844996,25681.4006,2140,0.509346,26833847.45,81.211103,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width42_formvariable6_FilletBase16_Perspective.png
14,42,6,16,1704.85181,1746.928178,42.076368,70719.43812,7.218810512,24694.77991,2058,0.369291,27477622.41,83.987578,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width42_formvariable6_FilletBase16_Perspective.png
21,42,6,16,1548.727928,1705.22593,156.498002,66773.80135,6.816052728,23761.90751,1980,0.220707,28149154.89,87.194258,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width42_formvariable6_FilletBase16_Perspective.png
7,48,6,16,1705.22593,1864.607233,159.381303,73629.3513,7.515844996,25681.59311,2140,0.503738,26903777.74,81.048797,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width48_formvariable6_FilletBase16_Perspective.png
14,48,6,16,1704.85181,1746.928178,42.076368,70719.43812,7.218810512,24694.78641,2058,0.372206,27442768.98,83.849086,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width48_formvariable6_FilletBase16_Perspective.png
21,48,6,16,1548.727928,1705.22593,156.498002,66773.80135,6.816052728,23761.89564,1980,0.228283,28061977.89,87.282217,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width48_formvariable6_FilletBase16_Perspective.png
7,54,6,16,1572.115352,1852.753327,280.637974,71529.87577,7.301537354,26031.04546,2140,0.490654,27434775.68,79.072161,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width54_formvariable6_FilletBase16_Perspective.png
14,54,6,16,1454.692881,1743.666466,288.973585,68633.73905,7.005909126,24966.71707,2058,0.330904,28244257.43,83.478338,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width54_formvariable6_FilletBase16_Perspective.png
21,54,6,16,1454.692881,1705.051623,250.358743,66160.85047,6.753484693,24332.26385,2007,0.238665,28613247.44,85.478792,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width54_formvariable6_FilletBase16_Perspective.png
