in:Fillet,in:Width,in:form variable,in:Fillet Base,out:Floor Area Small,out:Floor Area Large,out:Floor Area Deviation,out:Floor Area,out: FAR,out:Facade Area,out:Num Panels,out:Percent Planar,out:Facade Cost,out:Avg Solar Rad. (kWh/m2),img
7,30,0,8,1645.061929,1882.887816,237.825887,72214.21811,7.371392797,26812.96517,2231,0.666517,25975659.12,74.734626,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width30_formvariable0_FilletBase8_Perspective.png
14,30,0,8,1644.700372,1757.538558,112.838187,69798.40276,7.124794214,25825.61268,2146,0.524697,26792566.46,77.461914,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width30_formvariable0_FilletBase8_Perspective.png
21,30,0,8,1547.39034,1650.512688,103.122348,66101.44278,6.747420549,24843.94592,2063,0.351915,27852620.02,80.366382,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width30_formvariable0_FilletBase8_Perspective.png
7,36,0,8,1789.061929,1882.887816,93.825887,75238.21811,7.680072894,26736.78732,2231,0.676827,25768396.71,80.771501,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width36_formvariable0_FilletBase8_Perspective.png
14,36,0,8,1756.971725,1789.10015,32.128425,72822.40276,7.433474311,25766.04949,2146,0.523765,26742400.27,83.790973,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width36_formvariable0_FilletBase8_Perspective.png
21,36,0,8,1548.276779,1789.061929,240.785149,69125.44278,7.056100646,24801.02806,2063,0.348522,27845251.48,87.220711,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width36_formvariable0_FilletBase8_Perspective.png
7,42,0,8,1861.061929,1882.887816,21.825887,76750.21811,7.834412942,26698.68877,2231,0.721649,25152229.16,83.397196,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width42_formvariable0_FilletBase8_Perspective.png
14,42,0,8,1757.354114,1861.061929,103.707814,74334.40276,7.587814359,25736.14264,2146,0.527493,26664905.57,86.849131,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width42_formvariable0_FilletBase8_Perspective.png
21,42,0,8,1548.397975,1861.061929,312.663954,70637.44278,7.210440694,24779.45741,2063,0.361609,27664003.67,90.326607,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width42_formvariable0_FilletBase8_Perspective.png
7,48,0,8,1861.061929,1882.887816,21.825887,76750.21811,7.834412942,26698.89152,2231,0.721649,25152420.17,83.681691,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width48_formvariable0_FilletBase8_Perspective.png
14,48,0,8,1757.354114,1861.061929,103.707814,74334.40276,7.587814359,25736.19919,2146,0.526095,26682384.69,87.011406,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width48_formvariable0_FilletBase8_Perspective.png
21,48,0,8,1548.397975,1861.061929,312.663954,70637.44278,7.210440694,24779.45167,2063,0.356762,27722156.29,90.590346,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width48_formvariable0_FilletBase8_Perspective.png
7,54,0,8,1789.061929,1882.887816,93.825887,75238.21811,7.680072894,26737.20279,2231,0.663828,25937079.73,80.766081,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width54_formvariable0_FilletBase8_Perspective.png
14,54,0,8,1756.971725,1789.10015,32.128425,72822.40276,7.433474311,25766.04937,2146,0.518173,26812162.98,83.859855,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width54_formvariable0_FilletBase8_Perspective.png
21,54,0,8,1548.276779,1789.061929,240.785149,69125.44278,7.056100646,24801.01914,2063,0.348037,27851062.41,87.102859,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width54_formvariable0_FilletBase8_Perspective.png
7,60,0,8,1645.061929,1882.887816,237.825887,72214.21811,7.371392797,26813.45089,2231,0.649933,26191447.34,74.621972,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width60_formvariable0_FilletBase8_Perspective.png
14,60,0,8,1644.700372,1757.538558,112.838187,69798.40276,7.124794214,25825.6458,2146,0.519571,26856698.01,77.435974,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width60_formvariable0_FilletBase8_Perspective.png
21,60,0,8,1547.39034,1650.512688,103.122348,66101.44278,6.747420549,24843.91577,2063,0.346098,27922558.63,80.422207,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width60_formvariable0_FilletBase8_Perspective.png
7,30,1,8,1645.061929,1879.192134,234.130205,73915.07628,7.545010874,26917.33038,2231,0.652174,26263707.37,74.030063,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width30_formvariable1_FilletBase8_Perspective.png
14,30,1,8,1645.061929,1808.285215,163.223286,71499.26094,7.298412292,25923.75706,2146,0.501398,27186843.2,78.236208,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width30_formvariable1_FilletBase8_Perspective.png
21,30,1,8,1557.976066,1742.039611,184.063545,68031.63149,6.944447942,24980.86433,2069,0.39391,27498154.27,81.091673,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width30_formvariable1_FilletBase8_Perspective.png
7,36,1,8,1789.061929,1879.75597,90.694042,75850.52705,7.742575402,26774.87733,2231,0.659794,26025926.04,80.612215,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width36_formvariable1_FilletBase8_Perspective.png
14,36,1,8,1744.181302,1820.329905,76.148603,73434.7117,7.495976818,25801.59884,2146,0.527027,26738545.56,83.518783,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width36_formvariable1_FilletBase8_Perspective.png
21,36,1,8,1542.430099,1795.911061,253.480963,69758.09399,7.120679626,24838.01858,2063,0.375182,27566151.65,86.777861,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width36_formvariable1_FilletBase8_Perspective.png
7,42,1,8,1861.061929,1881.446251,20.384322,76818.25243,7.841357665,26703.22968,2231,0.692515,25533212.88,83.603243,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width42_formvariable1_FilletBase8_Perspective.png
14,42,1,8,1755.904822,1861.061929,105.157107,74402.43709,7.594759083,25740.10909,2146,0.547996,26413475.62,86.754361,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width42_formvariable1_FilletBase8_Perspective.png
21,42,1,8,1546.948682,1861.061929,314.113246,70705.47711,7.217385417,24783.14811,2063,0.382937,27412186.02,90.056518,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width42_formvariable1_FilletBase8_Perspective.png
7,48,1,8,1861.061929,1881.446251,20.384322,76818.25243,7.841357665,26702.60225,2231,0.689825,25567384.99,83.586093,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width48_formvariable1_FilletBase8_Perspective.png
14,48,1,8,1755.904822,1861.061929,105.157107,74402.43709,7.594759083,25740.09582,2146,0.54986,26390231.15,86.968117,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width48_formvariable1_FilletBase8_Perspective.png
21,48,1,8,1546.948682,1861.061929,314.113246,70705.47711,7.217385417,24783.22531,2063,0.380514,27441355.37,90.53256,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width48_formvariable1_FilletBase8_Perspective.png
7,54,1,8,1789.061929,1879.75597,90.694042,75850.52705,7.742575402,26774.64315,2231,0.658001,26048942.32,80.536663,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width54_formvariable1_FilletBase8_Perspective.png
14,54,1,8,1744.181302,1820.329905,76.148603,73434.7117,7.495976818,25801.66304,2146,0.532153,26674574.43,83.725451,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width54_formvariable1_FilletBase8_Perspective.png
21,54,1,8,1542.430099,1795.911061,253.480963,69758.09399,7.120679626,24838.13237,2063,0.37809,27531299.89,86.985403,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width54_formvariable1_FilletBase8_Perspective.png
7,60,1,8,1645.061929,1879.192134,234.130205,73915.07628,7.545010874,26917.53313,2231,0.649485,26298957.13,73.890351,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width60_formvariable1_FilletBase8_Perspective.png
14,60,1,8,1645.061929,1808.285215,163.223286,71499.26094,7.298412292,25923.79827,2146,0.501864,27181037.26,78.381156,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width60_formvariable1_FilletBase8_Perspective.png
21,60,1,8,1557.976066,1742.039611,184.063545,68031.63149,6.944447942,24980.94109,2069,0.385694,27597624.04,81.129225,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width60_formvariable1_FilletBase8_Perspective.png
7,30,2,8,1645.061929,1880.603062,235.541133,72401.07756,7.390466803,28376.87964,2231,0.628418,28014226.69,62.428819,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width30_formvariable2_FilletBase8_Perspective.png
14,30,2,8,1532.760708,1858.537288,325.77658,69985.26221,7.14386822,27180.33255,2146,0.474837,28854205.33,64.37585,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width30_formvariable2_FilletBase8_Perspective.png
21,30,2,8,1507.024022,1849.497628,342.473606,67279.94174,6.867717895,26239.70152,2081,0.362326,29285129.7,66.468922,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet21_Width30_formvariable2_FilletBase8_Perspective.png
7,36,2,8,1789.061929,1880.735346,91.673417,75305.48751,7.686939536,27323.26622,2231,0.641416,26802107.08,68.264745,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet7_Width36_formvariable2_FilletBase8_Perspective.png
14,36,2,8,1676.574877,1861.266463,184.691586,72889.67216,7.440340953,26272.1398,2146,0.489748,27700394.2,72.14353,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/facade/Fillet14_Width36_formvariable2_FilletBase8_Perspective.png
